category,word,description,id
science,저항,어떤 힘이나 조건에 굽히지 않고 거역하거나 견딤. 물체의 운동 방향과 반대 방향으로 작용하는 힘.,science57
science,전하,"(높이는 말로) 조선 시대에, 왕을 이르거나 부르는 말.",science58
science,점성,물질의 차지고 끈적거리는 성질.,science59
science,정전기,마찰된 물체가 띠는 약한 전기.,science60
science,제곱근,어떤 수를 두 번 곱하여 얻은 값에 대하여 그 수를 이르는 말.,science61
science,조직,"어떤 목표를 이루기 위해 여럿이 모여 체계 있는 집단을 이룸. 또는 그 집단. 천의 짜임새. 생물체에서 모양과 크기, 기능이 같은 세포의 모임.",science62
science,종,"식물에서 나온 씨 또는 씨앗. 어떤 기준에 따라 여러 가지로 나눈 갈래. 종류를 세는 단위. 금속을 깊고 둥근 그릇처럼 만들어 거꾸로 매어 달고 안에는 추를 달아, 치거나 흔들어 소리를 내는 물건. (옛날에) 남의 집에서 대대로 살며 천한 일을 하던 사람. (비유적으로) 다른 사람의 명령에 따라 움직이는 사람.",science63
science,주기,같은 현상이나 특징이 한 번 나타나고 다음에 다시 나타나기까지의 기간. 회전하는 물체가 한 번 돌아서 원래의 위치로 오기까지의 기간. 사람이 죽은 뒤 그 날짜가 매년 돌아오는 횟수를 세는 단위.,science64
science,전해질,액체에 녹아 이온으로 분해되는 물질.,science65
science,지각,사물의 이치를 깨닫는 능력. 외부의 사물이나 세계를 감각 기관을 통해 인식함. 정해진 시각보다 늦게 출근하거나 등교함.,science66
science,재활용,쓰고 버리는 물건을 다른 데에 다시 사용하거나 사용할 수 있게 함.,science67
science,자연재해,"태풍, 가뭄, 홍수, 지진, 화산 폭발 등의 피할 수 없는 자연 현상으로 인해 받게 되는 피해.",science68
science,유전자,생물체의 세포를 구성하고 유지하는 데 필요한 정보가 담겨 있으며 생식을 통해 자손에게 전해지는 요소.,science69
science,은하,흰 구름 모양으로 길게 보이는 수많은 천체의 무리.,science70
science,은하계,은하를 이루고 있는 수많은 천체의 집단.,science71
science,음수,0보다 작은 수.,science72
science,음파,소리의 진동으로 생기는 파동.,science73
science,음향,물체에서 나는 소리와 그 울림.,science74
science,자원,"광물, 수산물 등과 같이 사람이 생활하거나 경제적인 생산을 하는 데 이용되는 원료. 사람이 생활하거나 경제적인 생산을 하는 데 이용되는 노동력이나 기술.",science75
science,이산화 탄소,탄소가 연소를 할 때 생기는 빛깔과 냄새가 없는 기체.,science76
science,인공위성,지구와 같은 행성 둘레를 돌면서 관찰할 수 있도록 로켓을 이용하여 쏘아 올린 물체.,science77
science,일,무엇을 이루려고 몸이나 정신을 사용하는 활동. 또는 그 활동의 대상. 어떤 계획과 의도를 가지고 이루려고 하는 대상. 어떤 내용을 가진 상황이나 사실. 사람이 한 어떤 행동. 해결하거나 처리해야 할 문제나 사항. 처한 형편이나 사정. 과거에 겪은 경험. 어떤 행위를 이루는 동작이나 상태를 이르는 말. (완곡한 말로) 똥오줌이나 남녀의 성관계. 마땅히 그렇게 하여야 함. 수를 셀 때 제일 처음 수. 날이나 날짜를 세는 단위. 하루 동안. 하나의. 첫 번째의. 월요일을 기준으로 한 주의 마지막 날.,science78
science,일-,"(일고, 일어, 일어서, 일면, 일었다, 일어라)→ 일다",science79
science,일기 예보,앞으로의 날씨를 미리 짐작하여 신문이나 방송 등을 통해 알리는 일.,science80
science,일식,일본 음식. 달이 태양의 일부나 전부를 가리는 현상.,science81
science,자기,앞에서 이미 말한 사람을 도로 가리키는 말. 젊은 부부나 친구 사이에서 상대방을 가리키는 말. 그 사람 자신. 진흙으로 빚어서 아주 높은 온도로 구운 그릇.,science82
science,이온,양의 전기나 음의 전기를 띤 원자 또는 원자의 집단.,science83
science,유전,"물려받아 내려오거나 후세에 전해짐. 윗대의 생김새, 성격, 체질 등이 다음 세대에게 전해짐. 또는 그런 현상. 석유가 나는 곳.",science84
science,지구,"현재 인류가 살고 있는, 태양계의 셋째 행성. 일정한 기준에 따라 여럿으로 나눈 땅의 한 구역. 일정한 목적으로 특별히 지정된 지역.",science85
science,지수,"숫자나 문자의 오른쪽 위에 써서 거듭제곱을 한 횟수를 나타내는 문자나 숫자. 해마다 바뀌는 수치를 알기 쉽게 보이기 위해, 어느 해의 수량의 기준으로 삼아 100으로 하고 그것에 대한 다른 해의 수량을 비율로 나타낸 수치.",science86
science,프리즘,"빛을 굴절시키거나 분산시킬 때 쓰는, 유리 또는 수정 등으로 만든 세모 기둥 모양의 기구.",science87
science,합동,둘 이상의 집단이나 개인이 모여 일을 함께함. 두 개의 도형이 크기와 모양이 똑같은 것.,science88
science,항상성,늘 일정한 상태를 유지하려는 성질.,science89
science,핵,"어떤 것의 가장 중심이 되는 것. 핵반응으로 생기는 힘을 이용한 무기. 양성자와 중성자가 결합하여 이루어진, 원자의 중심부에 있는 입자. 생물 세포의 중심에 있는 공 모양의 작은 것. 복숭아, 자두 등의 과일에 있는, 씨를 보호하는 단단한 부분. 지구 표면으로부터 깊이가 약 2,900킬로미터 이상인, 지구의 중심 부분.",science90
science,행렬,"여럿이 줄을 지어 감. 또는 그런 줄. 수학에서, 여러 숫자나 문자를 정사각형 또는 직사각형으로 배열한 것.",science91
science,행성,중심 별이 강하게 끌어당기는 힘 때문에 타원형의 궤도를 그리며 중심 별의 주위를 도는 천체.,science92
science,풍속,사회에 속한 사람들에게 옛날부터 전해 오는 생활 습관. 당시의 유행과 습관. 바람의 속도.,science93
science,혜성,"태양을 중심으로 타원이나 포물선을 그리며 도는, 꼬리가 달린 천체. (비유적으로) 어떤 분야에 갑자기 나타난 매우 뛰어난 존재.",science94
science,호흡기,사람이나 동물의 몸에서 숨을 쉬는 일을 맡은 기관.,science95
science,화산,땅속에 있는 가스나 용암이 땅을 뚫고 터져 나오는 것. 또는 그로 인해 생긴 산.,science96
science,화석,"아주 옛날에 살았던 생물의 뼈, 활동 흔적 등이 땅속에 묻혀 굳어져 지금까지 남아 있는 것. (비유적으로) 변화하거나 발전하지 않고 어떤 상태에서 돌처럼 굳어 버린 것.",science97
science,화석 연료,아주 옛날에 살았던 생물이 땅속에 묻혀 화석같이 굳어져 오늘날 연료로 이용하는 물질.,science98
science,화학,"물질의 구조, 성분, 변화 등에 관해 연구하는 자연 과학의 한 분야.",science99
science,화학 반응,두 가지 이상의 물질 사이에 화학 작용이 일어나 다른 물질로 변화하는 과정.,science100
science,호흡,숨을 쉼. 또는 그 숨. 함께 일을 하는 사람들과 조화를 이룸. 또는 그 조화. 생물이 산소를 흡수하고 이산화 탄소를 몸 밖으로 내보냄. 또는 그런 과정.,science101
science,지구 온난화,지구의 기온이 높아지는 현상.,science102
science,표본,"본보기로 삼을 만한 것. 생물의 몸 전체나 일부에 적당한 처리를 하여 보존할 수 있게 한 것. 통계에서, 어느 집단의 일부를 조사한 결과로 그 집단 전체의 성질을 짐작할 수 있는 통계 자료.",science103
science,파장,"전파나 음파의 파동에서, 같은 위상을 가진 서로 이웃한 두 점 사이의 거리. (비유적으로) 충격적인 일이 미치는 영향. 또는 그 영향이 미치는 정도나 동안. 백일장이나 시장 등이 끝남. 또는 그런 때. 여러 사람이 모여 일을 벌이던 자리가 끝남. 또는 그런 때.",science104
science,지진,화산 활동이나 땅속의 큰 변화 때문에 땅이 흔들리는 현상.,science105
science,진동,흔들려 움직임. 냄새가 심하게 남. 물체가 몹시 울려서 심하게 흔들림. 소매의 어깨에서 겨드랑이까지의 폭이나 넓이.,science106
science,진폭,흔들려 움직이고 있는 물체가 멈춘 곳 또는 어느 한쪽으로 기울지 않은 곳에서 가장 크게 움직인 곳까지의 거리.,science107
science,진화,일이나 사물 등이 점점 발달해 감. 생물이 생명이 생긴 후부터 조금씩 발전해 가는 현상. 불이 난 것을 끔. 말썽이나 소동 등의 문제를 해결함.,science108
science,진화론,생물은 생명이 시작된 이후부터 점점 변해 가는 것이라는 주장.,science109
science,질량,물체의 고유한 양.,science110
science,평방미터,넓이의 단위.,science111
science,초음파,주파수가 너무 높아서 사람이 귀로 들을 수 없는 음파.,science112
science,측정,일정한 양을 기준으로 하여 같은 종류의 다른 양의 크기를 잼.,science113
science,태양,태양계의 중심에 있으며 온도가 매우 높고 스스로 빛을 내는 항성. (비유적으로) 매우 소중하거나 희망을 주는 존재.,science114
science,태양계,태양과 그것을 중심으로 돌고 있는 지구를 비롯한 천체의 집합.,science115
science,통계,한 번에 몰아서 대충 짐작으로 계산함. 어떤 경우의 수나 횟수를 모두 합해서 일정한 체계에 따라 수치로 나타냄. 또는 그런 것.,science116
science,퇴적암,"흙이나 죽은 생물의 뼈 등이 물이나 바람, 빙하 등에 의해 운반되어 일정한 곳에 쌓여서 생긴 암석.",science117
science,파동,물결의 움직임. 어떤 현상이 사회에 널리 퍼져 커다란 영향을 미침. 마음속의 변화나 갈등. 공간의 한 점에서 일어난 물리적인 상태의 변화가 주변으로 퍼지는 현상.,science118
science,촉매,자신은 변하지 않으면서 다른 물질의 반응 속도를 빠르게 하거나 늦추는 일. 또는 그런 물질. (비유적으로) 어떤 일을 원하는 방향으로 이끌거나 빨리 진행되도록 하는 일.,science119
science,유성,우주에서 지구로 들어오면서 공기에 부딪쳐 밝은 빛을 내며 떨어지는 물체. 기름의 성질. 또는 기름의 성질을 띤 물건.,science120
science,위성,행성의 주위를 도는 우주의 천체. 지구와 같은 행성 둘레를 돌면서 관찰할 수 있도록 로켓을 이용하여 쏘아 올린 물체.,science121
science,월식,달이 지구의 그림자에 가려 그 전부나 일부분이 보이지 않게 되는 현상.,science122
science,분수,"사물이나 현상을 분별하는 지혜. 자기의 처지에 맞는 한도. 사람으로서 넘지 말아야 할 한계. 흔히 공원이나 광장 한가운데에 설치하는, 좁은 구멍을 통해서 물을 위로 내뿜는 장치. 또는 그 물. 어떤 수를 다른 수로 나눈 것을 분자와 분모로 나타낸 것.",science123
science,분자,어떤 물질의 화학적 형태와 성질을 띠고 있는 가장 작은 알갱이. 어떤 특성을 지닌 집단의 구성원 개개인. 분수나 분수식에서 가로줄 위에 있는 수 또는 식.,science124
science,비례,한쪽의 수나 양이 변함에 따라 다른 쪽의 수나 양도 일정하게 변함. 전체를 이루는 부분들 사이의 비율 관계.,science125
science,비열,사람의 하는 짓이나 성품이 천하고 너그럽지 못하며 생각이 좁음.,science126
science,빛,"해, 달, 전등, 불 등에서 나와 사물을 밝게 비추는 것. 물체가 나타내는 색깔. 얼굴에 나타나는 표정. 어떤 느낌이 들게 하는 분위기. 반짝이는 사물에서 나타나는 밝고 환한 느낌. (비유적으로) 희망이나 영광. ‘빛깔’의 뜻을 나타내는 말.",science127
science,뼈,동물이나 사람의 살 속에서 그 몸을 지탱하는 단단한 물질. 건물 등을 짓는 데 기본이 되는 구조. 이야기의 기본 줄거리나 핵심. (비유적으로) 어떤 의도나 속에 품은 생각.,science128
science,분석,더 잘 이해하기 위하여 어떤 현상이나 사물을 여러 요소나 성질로 나눔.,science129
science,산성비,공장이나 자동차에서 나오는 가스 등의 오염 물질이 섞여 내리는 산성이 강한 비.,science130
science,상호 작용,짝을 이루거나 관계를 맺고 있는 이쪽과 저쪽 사이에서 이루어지는 작용.,science131
science,생식,생물이 새끼를 배거나 씨를 맺거나 하여 자기와 닮은 자손을 만듦. 음식을 익히지 않고 날로 먹음. 또는 그런 음식.,science132
science,생태계,일정한 지역이나 환경에서 여러 생물들이 서로 적응하고 관계를 맺으며 어우러진 자연의 세계.,science133
science,섭씨,"물이 어는 온도를 0도로, 끓는 온도를 100도로 하고 그 사이를 100등분하여 온도를 재는 단위.",science134
science,세포,생물체를 이루는 기본 단위.,science135
science,소리,물체가 진동하여 생긴 음파가 귀에 들리는 것. 생각이나 느낌을 전달하려고 목소리로 표현한 것. 사람의 목에서 나는 목소리. 많은 사람들의 공통된 의견이나 소문. 판소리나 창 등의 한국의 전통적 노래.,science136
science,산소,"(높이는 말로) 사람의 무덤. 무덤이 있는 곳. 사람이 숨을 쉬는 데 없어서는 안 되는, 공기 속에 많이 들어 있는 물질.",science137
science,소수,적은 수. 1과 그 수 자신 이외의 자연수로는 나눌 수 없는 자연수. 일의 자리보다 작은 자리의 값을 가진 수.,science138
science,분모,"분수나 분수식에서, 가로줄 아래에 있는 수 또는 식.",science139
science,부피,물체가 차지하는 공간의 크기.,science140
science,먹이 사슬,자연 생태계에서 생물들끼리 먹고 먹히는 것을 중심으로 형성된 관계.,science141
science,목,사람이나 동물의 머리와 몸통을 잇는 잘록한 부분. 목 안쪽에서 몸속으로 나 있는 깊숙한 구멍. 목을 통해 나오는 소리. 어떤 물건에서 동물의 목과 비슷한 부분. 자리가 좋아 장사가 잘되는 곳이나 길. 길이나 통로에서 다른 곳으로는 빠져나갈 수 없는 중요하고 좁은 곳. 월요일을 기준으로 한 주의 넷째 날.,science142
science,무게,"물건의 무거운 정도. 사물이나 현상의 중요한 정도. 사람의 침착하고 의젓한 정도. 마음으로 느끼는 기쁨, 고통, 책임감 등의 정도.",science143
science,무리수,실수이면서 분수로는 나타낼 수 없는 수. (비유적으로) 정도를 지나치게 벗어나는 억지스러운 일.,science144
science,문,"사람이 안과 밖을 드나들거나 물건을 넣고 꺼낼 수 있게 하기 위해 열고 닫을 수 있도록 만든 시설. 목표를 이루기 위해 통과해야 하는 과정. 학문, 문학, 예술 등을 이르는 말.",science145
science,물리학,"자연 과학의 한 분야로, 물질의 물리적 성질과 그것이 나타내는 모든 현상 그리고 그들 사이의 관계나 법칙을 연구하는 학문.",science146
science,분류,여럿을 종류에 따라서 나눔.,science147
science,물질,인간의 정신과 반대되는 개념으로 객관적으로 존재하는 실체. 재산이나 재물. 공간의 일부를 차지하고 질량을 갖는 요소.,science148
science,반도체,여러 상태에 따라 전기가 통하기도 하고 안 통하기도 하는 물질.,science149
science,반비례,한쪽이 커지는 만큼 다른 한쪽이 작아지는 관계.,science150
science,반사,빛이나 전파 등이 다른 물체의 표면에 부딪쳐서 나아가던 방향이 반대 방향으로 바뀌는 현상. 자극에 대하여 신체가 무의식적으로 일정한 반응을 하는 현상.,science151
science,발전기,운동 에너지나 위치 에너지를 전기 에너지로 바꾸는 기계. 더 나은 단계로 나아가는 때.,science152
science,볼록 렌즈,가운데가 가장자리보다 두꺼워 볼록한 렌즈.,science153
science,부력,액체나 기체 속에 있는 물체를 위로 떠오르게 하는 힘.,science154
science,밀도,물질의 부피당 질량. 내용의 자세하고 충실한 정도. 빽빽이 들어선 정도.,science155
science,소화기,음식물을 소화하고 흡수하는 기관. 화학 물질을 퍼뜨려 불을 끄는 기구.,science156
science,속,"거죽이나 껍질로 싸인 물체의 안쪽 부분. 일정하게 둘러싸인 것의 안쪽으로 들어간 부분. 사람의 몸에서 배의 안 또는 위장. 사람이나 사물을 대하는 자세나 태도. 품고 있는 마음이나 생각. 어떤 현상이나 상황, 일의 안이나 가운데. 감추어진 일의 내용. 일의 옳고 그름을 분별할 수 있는 힘이나 정신. 또는 소신 있게 행동하는 태도.",science157
science,속-,'계속 이어지는'의 뜻을 더하는 접두사.,science158
science,영양소,"탄수화물, 단백질, 비타민 등 생물의 성장과 에너지 공급을 위한 영양분이 들어 있는 물질.",science159
science,영역,"영토, 영해, 영공 등 한 나라의 주권이 미치는 범위. 힘, 생각, 활동 등이 영향을 끼치는 분야나 범위.",science160
science,오목 렌즈,가운데가 얇고 가장자리로 갈수록 두꺼워 오목한 렌즈.,science161
science,오존층,오존을 많이 포함하고 있는 대기층.,science162
science,온도,따뜻하고 차가운 정도. 또는 그것을 나타내는 수치.,science163
science,용액,두 가지 이상의 물질이 고르게 섞인 액체.,science164
science,염색체,"세포가 분열할 때 나타나는, 유전자로 이루어진 막대 모양의 물질.",science165
science,우주,"무한한 시간과 만물을 포함하는 끝없는 공간. 태양, 지구, 달 등 천체를 포함하는 공간.",science166
science,우주 탐사,우주선이나 인공위성으로 우주 공간이나 다른 행성을 조사하는 일.,science167
science,운동,몸을 단련하거나 건강을 위하여 몸을 움직이는 일. 어떤 목적을 이루기 위한 활동. 정해진 규칙과 방법에 따라 몸을 움직여 능력이나 기술을 겨루는 일. 물체가 시간의 흐름에 따라 하는 어떤 활동이나 움직임.,science168
science,운동량,"운동하는 데 드는 힘의 양. 물리에서, 운동하는 물체의 질량과 속도를 곱한 양.",science169
science,원소,"수학에서, 집합을 이루는 낱낱의 요소. 철학에서, 만물의 근원이 되는, 항상 변하지 않는 구성 요소. 화학에서, 모든 물질을 구성하는 기본적 요소.",science170
science,원자,물질을 이루며 그 물질의 성질을 나타내는 가장 작은 단위.,science171
science,원주율,원의 둘레와 지름의 비율.,science172
science,우주 개발,로켓이나 인공위성 등으로 우주를 조사하고 연구하여 인간에게 도움이 되는 새로운 기술을 개발하는 일.,science173
science,열효율,열이 유지되거나 전달되는 정도를 나타내는 비율.,science174
science,열량,음식이나 연료 등으로 얻을 수 있는 에너지의 양.,science175
science,열-,"(열고, 열어, 열어서, 열면, 열었다, 열어라)→ 열다",science176
science,속력,물체가 움직이거나 일이 진행되는 빠르기의 크기. 또는 그런 빠르기를 이루는 힘.,science177
science,수질 오염,가정이나 공장 등에서 나오는 쓰레기나 폐수 등에 의하여 강이나 바다 등의 물이 더러워지는 현상.,science178
science,습도,공기 속에 수증기가 포함되어 있는 정도.,science179
science,식물,"풀, 나무와 같은 스스로의 힘으로 움직일 수 없는 생명체.",science180
science,신경,동물이나 사람의 몸에서 외부의 자극을 감지하고 이에 대처하는 가는 실 모양의 기관. 어떤 일에 대한 느낌이나 생각.,science181
science,신경계,뇌와 신경을 구성하는 계통의 기관.,science182
science,실험,어떤 일을 하기 전에 이론이나 생각에 따라 실제로 해 봄. 과학에서 어떤 이론이 옳은지 알아보기 위해 일정한 조건이나 상황을 만들어서 그 현상을 관찰하고 측정함. 새로운 형식이나 방법을 사용해 봄.,science183
science,암석,지구 겉쪽의 단단한 부분을 이루는 큰 바위.,science184
science,압력,누르는 힘. 어떤 요구에 따르도록 강요하는 힘.,science185
science,액체,"물, 기름과 같이 부피가 있으나 일정한 형태가 없으며 흐르는 성질이 있는 물질.",science186
science,양수,0보다 큰 수. 물을 위로 퍼 올림. 또는 그 물. 자궁 속에서 태아를 보호하는 역할을 하는 액체.,science187
science,에너지,"사람이 육체적, 정신적 활동을 하는 데 필요한 힘. 어떠한 것이 가지고 있는, 일을 할 수 있는 힘.",science188
science,확산,"흩어져 널리 퍼짐. 서로 농도가 다른 물질을 섞었을 때, 시간이 지나면서 조금씩 농도가 같아지는 현상.",science189
science,연구,어떤 사물이나 일에 관련된 사실을 밝히기 위해 그에 대해 자세히 조사하고 분석하는 일.,science190
science,열,아플 때 몸에 생기는 더운 기운. 뜨겁게 만드는 에너지. 어떤 일에 다하는 정성. 매우 화가 나거나 흥분한 상태. 아홉에 하나를 더한 수의. 아홉에 하나를 더한 수. 사람이나 물건이 길게 죽 늘어선 줄. 사람이나 물건이 길게 죽 늘어선 줄을 세는 단위.,science191
science,렌즈,유리나 수정을 볼록하거나 오목하게 깎아서 물체가 크거나 작게 보이도록 만든 물건. 안경 대신에 눈의 각막에 직접 붙이는 얇은 물건.,science192
science,역학,전염병의 예방과 치료를 위해 전염병의 원인이나 특징 등을 연구하는 의학의 한 분야. 주역의 내용을 기초로 음양의 이치를 연구하는 학문. 물체에 작용하는 힘과 물체의 운동과의 관계를 연구하는 학문.,science193
science,편광,전자기파에서 전기장 진동 방향이 일정하거나 회전하는 현상,science194
science,중화반응식,산과 염기가 반응해 물과 염을 생성하는 식,science195
science,진화이론,인류역사가 지속적으로 진화한다는 사회변화이론.,science196
science,질소순환,"생태계에서 질소가 비생물환경으로부터 생산자, 소비자를 거쳐 다시 비생물환경으로 되돌아오는 현상. 식물, 동물, 세균이 관여하는 질소의 순환반응.",science197
science,천체관측,"천체와 천체의 운행, 변화 등을 관측하는 것/",science198
science,초음파의이용,초음파는 파장이 작고 지향성이 강하기 때문에 그 펄스를 발전시켜 바다의 깊이를 재는 음파 탐지기나 어군 탐지기에 이용함.,science199
science,촉매작용,촉매가 화학 반응에 미치는 작용. 보통 반응 속도를 빠르게 하는 작용을 이름.,science200
science,축전기,절연체를 사이에 둔 두 개의 금속으로 이루어져 전하 혹은 전기에너지를 저장할 수 있는 장치.,science201
science,축전지,"양과 음의 전극판과 전해액으로 구성되어 있어, 화학작용에 의해 직류기전력을 생기게 하여 전원으로 사용할 수 있는 장치",science202
science,진핵생물,"진핵세포로 구성된 생물체를 말하며, 원핵생물에 대응되는 말.",science203
science,침전반응,다른 종류의 이온 화합물 용액을 혼합하였을 때 용해도가 낮은 화합물이 생성되어 고체상의 침전이 발생하는 반응,science204
science,컴프턴산란,X선 혹은 감마선의 파장을 가진 광자가 입사하여 전자 충돌함으로써 에너지를 잃는 비탄성 산란 과정,science205
science,콜로이드,미립자가 기체 또는 액체 중에 분산된 상탤 되어 있는 전체,science206
science,탄성력,탄성을 가진 물체가 원래 상태로 되돌아가려는 힘. ,science207
science,탄소순환,탄소가 지구계의 각 권을 따라 순환하는 현상.,science208
science,탐구과정,탐구를 하며 문제를 해결하는 모든 과정을 이르는 말.,science209
science,태양의구조,"태양의 외부는 광구, 채층, 코로나 등으로 내부는 핵, 복사층, 대류층으로 이루어져 있음",science210
science,토양오염,인간 활동으로 인한 화학 물질 및 토양 환경 교란으로 인해 토지 황폐화가 발생하는 것.,science211
science,캐패시터,도체에 다량의 전하를 일시적으로 저장하는 전기 부품. 주로 전자회로에서 전하를 모으는 장치,science212
science,진동수,"1초 동안 진동한 횟수로, 단위는 Hz를 쓴다. 주파수라고도 함.",science213
science,직렬연결,전류가 흐르는 길이 하나로 연결한 것,science214
science,지속가능발전의식,자연과 공존하면서 모든 세대가 인간다운 삶을 누릴 수 있는 지속 가능한 발전을 계속해서 염두하는 것,science215
science,지각변동,지구 내부에 원인이 있어 일어나는 급격하거나 완만한 지각의 움직임으로 일어나는 지각의 변형 및 그 변위.,science216
science,지구계,"지구 환경에서 지구를 이루는 요소들이 서로 영향을 주고받으며 상호 작용하는 하나의 계. 지구계를 이루는 구성 요소는 크게 지권, 수권, 기권, 생물권, 외권으로 구분할 수 있음. ",science217
science,지구공전,지구가 태양을 중심으로 일 년에 한 바퀴씩 도는 운동,science218
science,지구과학,지구를 대상으로 연구하는 학문들을 통틀어 부르는 이름.,science219
science,지구구성원소,지구를 구성하는 원소,science220
science,지구내부구조,지구 대기와 수권을 제외한 고체 지구를 세분화하는 동심원 구형층\,science221
science,지구대기구조,"중력에 의하여 지구에 붙들려 있고, 상공으로 올라갈수록 밀도가 낮아지며, 구성성분에서도 가벼운 원자와 분자가 많아짐",science222
science,지구온난화,장기간에 걸쳐 전지구 평균 지표면 기온이 상승하는 것을 의미. ,science223
science,지구온난화대책,지구 온난화에 따른 환경문제와 대책,science224
science,지구온난화영향,"지구온난화는 극지방의 빙하를 녹여 해수면 상승을 초래. 기후변화를 가속화하여 자연재해의 빈도와 감도를 증가시킴. 또한, 생태계를 파괴하고 생물 다양성을 감소시켜 인간과 동물의 서식지에 큰 영향을 미침.",science225
science,지구의운동,태양으로부터 평균 1억5천만km 떨어져서 1년을 주기로 공전.,science226
science,지구자전,지구가 자전축을 중심으로 하루에 1바퀴씩 도는 현상.,science227
science,지구중력,모든 질량을 가진 물체 사이에 작용하는 인력.,science228
science,지구환경,지구에서 인간과 자연이 상호작용하며 생태계와 기후에 영향을 받고 미치는 복합적인 모든 것.,science229
science,지구환경변화,지구에서 인간과 자연이 상호작용하며 미치는 영향으로 환경이 변화하는 것,science230
science,지권,육지가 있는 행성에서 가장 바깥층의 단단한 부분. 지구의 지권은 지각과 맨틀의 위부분을 포함,science231
science,지속가능발전,미래세대가 그들의 필요를 충족시킬 수 있는 가능성을 손상시키지 않는 범위에서 현재 세대의 필요를 충족시키는 개발.,science232
science,트랜스포머,"힙합 DJ의 스크래치 테크닉의 하나로 한 손으로 레코드의 스피드를 미묘하게 조정하면서 음반에서 발생하는 연속음에 변화를 주고, 또 다른 손으로 페달을 재빠르게 움직여 레코드의 음을 툭툭 끊어지게 하면서 재생하는 과격한 기법",science233
science,증기압력,일정한 온도에서 액체 또는 고체와 평형 상태에 있는 포화 증기가 가지는 압력.,science234
science,트랜지스터,전류나 전압흐름을 조절하여 증폭하거나 스위치 역할을 하는 반도체 소자,science235
science,파동의간섭,"두 개 이상의 파동이 한 점에서 만나 서로 중첩될 때 발생하는 현상으로, 이로 인해 파동의 진폭이 커지거나 작아지는 것.",science236
science,화학식,"약속된 기호(원소 기호 등)를 이용하여 물질을 이루는 분자, 이온 등을 표현하는 식",science237
science,화학식량,화학식에 포함되어 있는 원자의 원자량 총합,science238
science,화학식량법칙,화학식에 포함되어 있는 원자의 원자량 총합,science239
science,화학에너지,물질마다 가지고 있는 에너지 중 화합물의 화학결합이나 원자 배열 등의 형태로 물질 내에 보존되어 있는 에너지,science240
science,화학전지,화학 반응이 일어날 때 발생되는 에너지를 전기 에너지로 전환시키는 장치,science241
science,화학전지원리,"화학전지는 화학반응을 통해 전기 에너지를 생성하는 장치로 이 과정에서 산화-환원 반응이 일어나며, 전자는 한 전극에서 다른 전극으로 이동함. 이를통해 전기에너지가 외부 회로로 이동.",science242
science,화학평형,반응물과 생성물의 농도가 시간에 따라 변하지 않는 상태,science243
science,화학반응식,화학반응이 일어날 때 반응하는 물질과 생성되는 물질을 화학식으로 나타낸 것,science244
science,화학평형상수,"가역적인 화학반응이 특정온도에서 평형을 이루고 있을 때, 반응물과 생성물의 농도관계를 나타낸 상수",science245
science,환경문제,산업혁명 이후 자원의 개발과 사용으로 발생한 다양한 환경 오염,science246
science,환경문제대책,환경문제를 해결하기 위해 제안되는 방법,science247
science,환경오염,자원 개발로 인한 자연의 파괴와 각종 교통 기관이나 공장에서 배출하는 가스나 폐수 또는 농약 따위로 동식물이나 인간의 생활 환경이 더럽혀지는 일.,science248
science,환경오염영향,사람이나 산업 활동에 의해 발생하는 각종 오염물질로 인해 자연의 지속가능성이나 인간 또는 생물의 생존 환경에 부정적 영향 또는 장애를 주는 현상,science249
science,활성화에너지,화학 반응을 일으키기 위해 반응물에 공급해야 하는 최소 에너지,science250
science,회절,파동이 장애물 뒤쪽으로 돌아 들어가는 현상. 입자가 아닌 파동에서만 나타나는 성질.,science251
science,효소작용,효소의 생화학 반응에서 일어나는 촉매 작용,science252
science,화학평형이동,어떤 물질들이 서로 바뀌었다가 다시 원래 모습으로 돌아갈 수 있는 가역반응에서 정반응의 속도와 역반응의 속도가 평형인 상태,science253
science,화학반응속도,화학 반응에서 반응물 농도의 단위 시간당 감소율,science254
science,화학반응규칙,"화학 변화가 일어나는 반응으로, 화학 반응을 하면 원래의 물질과는 성질이 다른 새로운 물질이 만들어짐. 화학 반응은 입자의 배열 방식에 따라 화합, 분해, 치환 등으로 구분함. ",science255
science,화학반응,어떤 물질이 자체적으로 또는 다른 물질과 상호작용하여 화학적 성질이 다른 물질로 변하는 현상,science256
science,파동의반사,"파동이 진행하다가 다른 매질을 만났을 때, 그 경계면에서 일부 또는 전부가 원래의 매질로 되돌아오는 현상",science257
science,판구조론,"지구의 표면이 딱딱하고 깨어지기 쉬운 여러 개의 판들로 이루어져 있으며, 판들이 이동함에 따라 지진, 화산 등 다양한 지질현상이 발생한다는 이론",science258
science,표면장력,액체의 표면에서 분자들이 서로 당기려는 힘,science259
science,프리즘분산,빛이 프리즘을 통과할 때 각 파장에 따라 굴절률이 달라져 다양한 색으로 준리되는 현상을 의미,science260
science,플레밍의법칙, J.A.플레밍이 발견한 법칙으로 전자유도에 의해 생기는 유도전류의 방향을 나타내는 오른손법칙과 전류가 흐르고 있는 도선에 대해 자기장이 미치는 힘의 방향을 나타내는 왼손법칙,science261
science,해석기하,"기호의 학문으로서의 대수학과, 도형의 학문으로서의 기하학을 하나로 묶은 수학의 한 분야 ",science262
